Version,File Name,size,LOC Touched,NR,Atuthors Number,Churn,AVG Churn,MAX Churn,ChangeSetSize,MAX ChangeSetSize,AVG ChangeSetSize,Age,Defective
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,10,28,3,2,18,6,18,513,281,171,35,true
0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java,36,66,2,2,64,32,64,452,281,226,35,false
0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java,89,154,4,2,130,32,129,578,281,144,35,true
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,37,161,6,3,51,8,47,550,281,91,35,false
0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java,10,37,1,1,37,37,37,281,281,281,35,false
0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java,28,60,2,2,58,29,58,452,281,226,35,false
0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/TrueFilter.java,11,32,1,1,32,32,32,281,281,281,35,false
0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java,7,28,1,1,28,28,28,281,281,281,35,false
0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java,10,41,2,2,39,19,39,452,281,226,35,false
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,71,131,6,2,83,13,81,305,171,50,18,true
0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java,44,74,1,1,74,74,74,281,281,281,35,false
0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java,13,71,2,2,63,31,63,452,281,226,35,false
0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,92,294,4,2,108,27,108,559,281,139,35,false
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,114,183,5,3,143,28,140,637,281,127,35,true
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,68,100,4,3,86,21,62,548,281,137,35,true
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,36,68,5,3,50,10,50,535,281,107,35,true
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,94,125,4,2,105,26,104,610,281,152,35,false
0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java,49,86,2,2,78,39,78,452,281,226,35,false
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,122,152,4,2,132,33,131,610,281,152,35,false
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,182,258,4,2,218,54,218,51,43,12,2,true
0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java,18,43,1,1,43,43,43,281,281,281,35,false
0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,184,405,5,2,213,42,221,560,281,112,35,true
